"ID","YCOORD","XCOORD","ELEVATION","SLOPE","ASPECT","ADM1_NAME","COUNTRY","GFC_TREE_COVER","GFC_FOREST_GAIN","GFC_FOREST_LOSS","GFC_FOREST_LOSS_YEAR","GFC_DATA_MASK","class"
"603","6.91634842469778","-6.2478439132124","258","0.00335096651505782","0.554566454815243","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
"829","6.96409699775348","-5.97274702075888","212","0.00370555140937795","5.86842595869152","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
"388","7.03246427281051","-6.41143703564777","274","0.00709930873038992","5.82775770142288","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
"551","7.52812701697397","-5.51777908323961","234","0.00746380584968047","4.52962559048487","Vallée du Bandama","Côte d'Ivoire",0,0,0,0,0,1
"252","7.21748999340136","-6.26330793971126","275","0.0105670009693644","2.0224608324621","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
"511","7.02947998699453","-5.62250038549509","267","0.0246147739282633","4.59086956919743","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
"399","7.09920375560428","-5.6021529822071","218","0.0122744148248475","5.93315712872931","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
"914","6.99095557009731","-6.28881001849887","245","0.00368525277793255","3.25233091668138","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
"514","7.31895571114473","-6.43259833506727","241","0.00774321698729219","1.94754280371155","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
"747","6.95270245191064","-5.42146804100983","226","0.01267882553999","2.31043910430193","Yamoussoukro","Côte d'Ivoire",0,0,0,0,0,1
"549","7.31597142532875","-5.90709273281633","237","0.00906007614471037","1.98696230816742","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
"358","7.21531960371701","-5.53487090200151","201","0.0136685543369604","1.93613392461454","Lacs","Côte d'Ivoire",0,0,0,0,0,1
"269","7.53490948473757","-6.39787210012245","268","0.00804960386320352","4.50875980758045","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
"398","7.05633855933836","-5.83601247066364","184","0.0115475385201587","1.60604474409052","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
"49","7.45975974191694","-5.48549453668934","220","0.0127737492449502","4.71238898038469","Vallée du Bandama","Côte d'Ivoire",0,0,0,0,0,1
"336","7.47115428775978","-5.41061609258957","219","0.00448407644222023","4.10003237236462","Vallée du Bandama","Côte d'Ivoire",0,0,0,0,0,1
"321","6.92177439890865","-5.79124818343008","210","0.01547508366975","1.58832793363304","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
"805","7.23241142248127","-6.15831533874528","219","0.0146390479768231","1.45004481836311","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
"819","7.66296247611422","-5.76520350722147","230","0.00926807917758419","0.313151122807787","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
"208","7.49529987299818","-6.10595468761754","207","0.00670244593200743","0.373621197049302","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
"161","6.99204076493949","-5.99635000857294","210","0.00638198168573036","1.5495390115278","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
"242","7.4291029876255","-6.13281325995767","230","0.00135739115430639","3.78591623517098","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
"634","7.64125857927072","-6.41577781501587","295","0.00723491747671246","2.16819447807647","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
"448","6.96599608872729","-5.96677844912774","212","0.00370555140937795","5.86842595869152","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
"886","7.09242128784068","-5.43069219716704","210","0.0120801367598203","2.9263751388487","Lacs","Côte d'Ivoire",0,0,0,0,0,1
"761","7.026224402468","-5.88321844629176","202","0.0083291841111078","0.11434809223349","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
"118","7.50479532786721","-5.46216284758579","218","0.00723215542901657","2.05886770834877","Vallée du Bandama","Côte d'Ivoire",0,0,0,0,0,1
"553","7.36019311514738","-5.56579895499924","219","0.00826395506726409","0.739697737057751","Vallée du Bandama","Côte d'Ivoire",0,0,0,0,0,1
"750","7.31624272403929","-6.05196624422676","224","0.00931441235688394","5.35228014305868","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
"455","7.20392505787417","-6.26357923842177","286","0.00846642106604489","0.854073405688728","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
"694","7.62877883858571","-5.89949636892215","288","0.0140801149459488","4.93582318512396","SassandraMarahoué","Côte d'Ivoire",0,0,0,0,0,1
