"ID","YCOORD","XCOORD","V4","V5","V6","ADM1_NAME","COUNTRY","class"
"679","13.0319118812083","104.617219652957",NA,NA,NA,NA,NA,"FF_degr"
"713","13.0355032715438","104.618216873804",NA,NA,NA,NA,NA,"FF_degr"
"1405","13.053162785772","104.601483405258",NA,NA,NA,NA,NA,"FF_degr"
"66","13.0534664742657","104.606374903045",NA,NA,NA,NA,NA,"FF_degr"
"471","13.0563397260638","104.606045697534",NA,NA,NA,NA,NA,"FF_degr"
"1072","13.060798744538","104.608003858296",NA,NA,NA,NA,NA,"FF_degr"
"266","13.06699617411","104.607674683888",NA,NA,NA,NA,NA,"FF_degr"
"927","13.066679581271","104.612981832863",NA,NA,NA,NA,NA,"FF_degr"
"1622","13.0641787658082","104.615449512966",NA,NA,NA,NA,NA,"FF_degr"
"313","13.083774382754","104.495568661755",NA,NA,NA,NA,NA,"FF_degr"
"332","13.0843985758047","104.497621877333",NA,NA,NA,NA,NA,"FF_degr"
"1475","13.0903439555599","104.485078209373",NA,NA,NA,NA,NA,"FF_degr"
"558","13.0910949047234","104.491846566476",NA,NA,NA,NA,NA,"FF_degr"
"1292","13.0911559862949","104.494689887752",NA,NA,NA,NA,NA,"FF_degr"
"448","13.0931929393099","104.499311545025",NA,NA,NA,NA,NA,"FF_degr"
"1225","13.0980711448769","104.491852898131",NA,NA,NA,NA,NA,"FF_degr"
"151","13.0972497832013","104.493195810727",NA,NA,NA,NA,NA,"FF_degr"
"95","13.0998182692874","104.491195804375",NA,NA,NA,NA,NA,"FF_degr"
"287","13.1143276954276","104.497867171873",NA,NA,NA,NA,NA,"FF_degr"
"326","13.120757750421","104.500899612254",NA,NA,NA,NA,NA,"FF_degr"
"1240","13.1249792832881","104.500753222603",NA,NA,NA,NA,NA,"FF_degr"
"362","13.1289177216931","104.506764993763",NA,NA,NA,NA,NA,"FF_degr"
"1400","13.1276261620111","104.508926448491",NA,NA,NA,NA,NA,"FF_degr"
"778","13.1307870194499","104.500798130216",NA,NA,NA,NA,NA,"FF_degr"
"1046","13.1349963707282","104.502099730057",NA,NA,NA,NA,NA,"FF_degr"
"407","13.1364834970465","104.50746152451",NA,NA,NA,NA,NA,"FF_degr"
"494","13.1379874335255","104.514178208735",NA,NA,NA,NA,NA,"FF_degr"
"1375","13.1405624099019","104.506686846332",NA,NA,NA,NA,NA,"FF_degr"
"666","13.1421466743517","104.519359655758",NA,NA,NA,NA,NA,"FF_degr"
"383","13.1441577453473","104.650259430241",NA,NA,NA,NA,NA,"FF_degr"
